"A1" "A2" "A3" "B1" "B2" "B3"
"100507268" 0 0 0 0 0 0
"374969" 309 390 350 137 195 310
"114625" 1366 907 1157 680 882 1069
"51058" 40 21 48 138 174 199
"6513" 390 416 529 1443 1234 1787
"440584" 2 0 0 2 2 2
"440585" 0 0 0 0 0 0
"10969" 285 192 361 1712 1610 2180
"149465" 0 0 0 0 6 1
"100506711" 0 0 0 0 0 0
"128218" 0 0 0 1 0 0
"149466" 0 0 2 2 0 0
"7075" 0 30 2 972 851 781
"4352" 11 13 27 1 10 17
"991" 22 28 13 274 280 679
"64834" 2663 1903 2026 6162 6397 6931
"112950" 821 538 379 1562 1766 1982
"149469" 135 120 129 250 276 176
"23334" 2137 2775 2711 3729 4010 3989
"81888" 115 118 97 283 271 301
"5792" 4 0 0 50 24 34
"9682" 1301 1722 1937 1997 2006 2660
"100132774" 79 46 88 24 58 46
"6487" 249 125 134 258 293 374
"9048" 0 14 7 0 2 0
"9670" 458 249 520 2599 2754 3349
"1802" 249 256 331 1165 1107 1371
"533" 15691 11194 10874 18088 19841 22689
"8704" 36 33 32 566 455 783
"149473" 57 42 85 182 170 194
"6536" 0 0 0 105 64 115
"128209" 0 0 0 0 0 0
"100129492" 1 0 1 0 0 2
"55929" 992 1011 965 703 852 922
"79033" 852 853 787 1067 1184 1528
"55182" 3954 3838 3757 3215 3510 4319
"79639" 55 40 22 949 1063 1335
"339541" 1601 1305 1122 566 529 975
"26830" 7 4 8 9 4 6
"11004" 4 5 20 120 229 437
"6202" 46195 32957 31400 19118 20556 30398
"26811" 30 28 29 33 11 34
"94161" 19 7 11 8 14 5
"94162" 18 39 22 12 8 18
"94163" 7 9 5 15 11 20
"266675" 5 29 22 17 8 15
"1263" 7692 7185 8378 2585 2684 3449
"343521" 162 179 156 152 162 301
"149478" 194 195 377 519 514 627
"8643" 120 82 250 48 65 136
"8891" 195 96 151 880 1108 1258
"100507337" 4 0 9 8 11 16
"79654" 1410 2001 2058 3406 3861 4407
"7389" 847 711 856 2352 2601 3812
"57643" 6 4 14 0 2 6
"400752" 32 2 6 4 10 26
"84842" 42 34 62 44 8 33
"4595" 293 364 349 335 439 518
"114034" 402 401 430 346 399 552
"10420" 505 583 626 424 473 827
"126661" 99 14 34 95 62 75
"25974" 9 28 29 117 200 184
"5052" 1002 1052 870 26755 32590 40050
"10327" 2154 1834 2305 9057 12567 13488
"4678" 1357 1578 1762 1277 1616 2319
"149483" 95 175 239 70 88 160
"60313" 5468 5350 4848 5678 6292 7135
"728963" 48 25 31 14 7 34
"51249" 523 382 342 1351 1485 1661
"3652" 61 20 54 210 193 228
"23139" 695 581 828 3307 3950 4467
"8503" 18 21 50 105 97 66
"100133124" 0 0 0 0 0 0
"10103" 0 0 0 4 4 0
"100507408" 0 0 0 0 0 0
"55624" 392 252 375 2201 2366 2813
"541468" 0 2 0 8 4 0
"8438" 57 29 25 92 132 222
"10489" 991 890 617 2506 2873 3452
"7388" 4412 2875 2866 6371 7226 9585
"387338" 649 524 884 1278 1319 1280
"2166" 928 1141 878 205 330 258
"729041" 0 25 8 0 1 1
"127343" 0 0 0 12 5 2
"100507423" 94 105 109 139 172 172
"148930" 0 0 0 0 0 0
"8569" 2578 2627 2763 8138 8649 8905
"148932" 569 395 618 2138 2267 2090
"64756" 573 541 577 1156 1409 1655
"374973" 8 17 4 0 10 4
"9813" 3569 3249 2827 7910 9521 9963
"100129898" 0 0 0 0 0 0
"1580" 0 0 0 0 0 0
"163720" 0 0 0 0 0 0
"1579" 0 0 0 0 0 0
"260293" 0 0 0 20 2 2
"199974" 0 0 0 0 0 0
"284541" 0 0 0 0 0 0
"10158" 6 0 10 0 0 2
"6886" 20 10 7 26 24 20
"6491" 36 41 85 344 416 464
"51727" 5936 4606 4212 7712 8103 10107
"2301" 0 0 4 0 0 2
"84793" 65 25 122 201 179 173
"2306" 61 20 58 116 170 111
"388630" 0 0 0 0 0 0
"100507479" 0 0 0 0 0 0
"391037" 0 0 2 2 2 6
"200010" 36 20 97 16 19 16
"54558" 876 663 539 155 221 252
"84871" 0 0 0 0 0 4
"79656" 2 18 15 10 6 2
"1996" 0 0 0 55 60 45
"63950" 0 0 0 0 0 0
"11124" 1298 1104 1029 1573 1591 2124
"1031" 575 325 392 250 239 525
"284546" 0 0 0 0 0 0
"26994" 7339 5295 4975 4243 4046 5000
"22996" 10 5 16 2 14 33
"2060" 2254 3365 3252 2988 3540 4470
"114883" 2045 2210 1705 2636 3281 3762
"4898" 5864 4065 5836 9383 10837 11583
"100313892" 0 0 0 0 0 0
"5865" 0 0 1 8 0 4
"51060" 2951 2290 2009 3603 3749 4379
"112970" 734 562 639 627 676 852
"91408" 1836 1467 1569 2134 2873 3009
"9372" 75 30 19 302 206 375
"200014" 960 898 791 4457 5066 5631
"4998" 36 24 85 144 223 326
"84950" 1210 1211 1616 1298 1634 2084
"23318" 951 1516 1406 951 1255 1169
"2882" 102 20 55 16 6 38
"348378" 31 2 5 0 0 6
"65260" 285 277 347 886 975 1259
"79699" 1336 1880 1788 2361 2875 3270
"440590" 0 0 0 0 0 6
"55268" 308 201 182 704 638 630
"6342" 2464 2491 1923 7785 9767 10135
"127435" 0 4 0 0 0 14
"6512" 12 0 0 7 0 30
"1376" 398 357 367 2610 3082 3604
"54987" 713 427 608 828 944 1187
"4116" 1121 772 646 558 574 898
"100507564" 121 93 103 146 161 188
"7804" 584 689 678 2491 3030 2943
"163742" 0 0 0 0 0 0
"63948" 0 0 0 0 6 0
"148979" 4 0 0 0 0 0
"55706" 442 421 380 1704 1824 2038
"54432" 711 526 868 1468 1720 1975
"1733" 20 10 22 15 37 44
"51668" 252 353 358 448 521 590
"115353" 345 419 527 809 889 1057
"388633" 4 0 0 0 0 0
"9528" 6172 4552 4818 7240 8167 9146
"127428" 211 233 349 529 574 613
"200008" 12 0 2 0 8 35
"606495" 130 52 135 397 416 474
"51253" 1356 1106 1043 4392 4509 5735
"23648" 1352 1015 1171 4382 3997 5868
"619518" 21 61 30 70 73 59
"26027" 68 93 35 1134 1770 1409
"338094" 17 4 10 41 113 77
"374977" 69 58 53 511 1015 870
"7268" 279 163 257 1082 1277 1328
"25973" 6 4 0 183 194 191
"55001" 0 8 4 10 6 0
"163747" 6 0 2 2 0 0
"1718" 42 26 63 26210 23934 26522
"199964" 0 0 0 0 2 0
"7809" 0 0 0 0 0 0
"255738" 0 0 0 4 6 8
"23358" 5256 8680 7487 4452 5427 6441
"100507634" 54 96 90 33 40 51
"100507652" 0 0 0 0 0 0
"8613" 95 58 14 1323 2040 2472
"5563" 0 0 0 0 0 0
"199920" 0 0 0 0 0 0
"731" 0 0 0 0 0 0
"732" 0 0 0 0 0 0
"1600" 0 0 0 0 12 0
"115209" 223 109 319 440 531 362
"4070" 0 10 138 15936 8059 23517
"114803" 1110 1577 1390 867 1059 1030
"3725" 13532 6795 5079 9144 8740 10292
"100131060" 0 0 3 31 13 9
"729467" 0 0 0 0 0 0
"55277" 121 43 61 387 331 325
"51361" 8 9 14 5 2 4
"1573" 4 0 2 6 0 20
"127795" 0 0 0 0 0 0
"4774" 292 204 371 33 43 30
"83941" 564 335 522 1023 1000 1437
"10207" 81 51 73 4 13 91
"100422902" 0 0 0 0 0 0
"100422946" 0 0 0 0 0 0
"54596" 8 0 7 6 0 12
"163782" 0 0 0 6 0 2
"7398" 1488 1487 1699 1615 1522 2082
"85440" 201 200 328 2361 2813 2505
"27329" 1 3 8 2 2 2
"100507664" 3 4 4 0 2 0
"84938" 89 134 105 859 1222 1175
"27022" 0 0 0 0 0 0
"29929" 211 205 242 358 433 497
"23421" 191 49 69 404 173 195
"84455" 26 33 35 77 62 40
"79469" 8 22 21 13 6 22
"5236" 1085 1106 985 2120 1801 3369
"4919" 0 0 0 60 44 127
"148581" 0 0 0 0 0 0
"57685" 22 18 10 30 8 22
"55225" 291 287 218 166 128 307
"3716" 9666 9234 7198 8412 9524 10515
"406893" 0 0 0 0 0 1
"205" 112 115 118 968 1530 1953
"9829" 12 12 0 418 370 632
"100505510" 0 0 0 0 0 0
"3953" 170 117 215 614 1093 1206
"54741" 4795 5363 5793 8146 8416 10779
"5142" 14928 8820 11745 170 370 164
"84251" 0 2 6 0 20 16
"100422871" 0 0 0 0 0 0
"200132" 0 8 22 2 44 22
"10022" 0 0 0 0 0 0
"79819" 0 0 0 44 24 47
"57708" 5149 4420 6033 1945 2222 2452
"23169" 642 923 1026 1000 1334 1352
"400757" 0 0 0 0 0 0
"149233" 0 0 0 18 2 4
"3595" 10 16 12 2 17 6
"26135" 6858 5728 4891 12364 13378 15386
"1647" 1635 589 562 1813 2087 1900
"55970" 12 0 0 492 229 522
"100289178" 3 0 8 13 7 10
"9077" 4 0 12 28 2 2
"79971" 1386 816 1131 3614 1543 2186
"100302279" 0 0 1 0 0 0
"6121" 0 0 0 0 0 0
"55635" 0 0 0 26 85 186
"57554" 6 2 0 0 0 0
"5301" 0 0 0 0 0 0
"55631" 1024 1124 1097 822 858 955
"9295" 10813 11476 12264 4940 5488 6582
"81573" 976 1146 1017 1537 1517 1741
"11147" 6 6 26 240 148 224
"1491" 317 65 53 42 36 62
"5733" 10 0 4 178 236 175
"100132618" 71 72 115 45 68 89
"9406" 2327 2483 3421 2299 2400 2856
"406962" 28 42 47 20 30 30
"257194" 95 71 29 4 2 2
"127255" 0 0 0 4 4 9
"8790" 148 152 255 948 1052 1130
"51086" 22 21 2 39 61 26
"127254" 0 0 0 0 6 0
"1429" 4 47 98 445 714 1285
"127253" 457 616 839 1064 1367 1432
"431707" 0 0 0 0 0 0
"204962" 0 0 2 0 0 0
"34" 199 156 118 3318 4678 5314
"5876" 3763 3334 3382 3249 3457 3715
"692085" 38 25 21 26 36 78
"26805" 219 130 273 122 151 139
"26804" 182 224 202 133 105 101
"4438" 4 8 23 0 21 4
"127247" 0 0 0 0 0 0
"100505563" 0 0 0 0 0 0
"256435" 55 56 35 57 123 73
"81849" 0 0 0 1 1 0
"256483" 0 0 0 0 0 0
"10026" 512 405 424 1173 1468 1679
"26289" 20 6 14 4 14 30
"26009" 430 592 536 1190 1366 1496
"23032" 2140 3188 3489 3120 3552 4395
"374986" 445 854 745 586 743 826
"653631" 145 127 84 537 571 852
"374987" 6 10 0 0 10 3
"91624" 16 29 37 156 232 99
"8880" 2409 2407 4194 2322 3094 3518
"11080" 542 435 319 458 514 579
"54810" 0 0 0 0 0 0
"149047" 0 0 0 0 0 0
"5737" 2 0 12 0 0 0
"10964" 1709 3237 2175 1451 3377 466
"10561" 2165 3831 2554 2634 5436 1917
"64123" 0 0 0 0 0 0
"23266" 14 0 0 0 0 0
"79739" 4 0 12 8 12 10
"5567" 318 402 309 8539 10895 11089
"148418" 8 0 6 22 53 34
"391051" 0 0 0 10 12 18
"58511" 0 0 0 469 607 750
"80135" 2494 1772 1798 1409 1605 1899
"2787" 4442 3484 2947 5547 6153 6979
"100505741" 51 98 51 43 38 70
"1486" 2244 2287 2173 1718 2119 3216
"439927" 0 0 0 2 0 0
"117178" 225 275 170 365 503 554
"23566" 0 0 6 195 112 302
"255231" 70 304 210 129 540 235
"55283" 0 0 0 1103 1777 2160
"126820" 0 0 0 92 63 94
"84144" 10 6 12 9 12 23
"148423" 2088 1462 1816 900 936 1003
"8915" 1819 1679 1502 1610 1623 1710
"646626" 22 0 4 36 25 9
"23576" 0 0 0 15 12 16
"3491" 0 8 0 2 1 0
"54680" 217 413 539 770 951 1107
"255631" 6 30 33 4 10 2
"57489" 227 425 434 388 476 418
"9635" 0 0 0 8 0 0
"1179" 0 0 0 0 0 0
"22802" 0 0 0 6 0 3
"9629" 0 0 0 1 4 0
"51100" 6919 7439 8190 14407 14205 16491
"9403" 3733 3537 2941 9604 10039 11355
"9653" 487 558 443 4829 4800 5449
"339524" 9 2 18 39 73 53
"8543" 1648 1879 1634 3864 2621 4516
"100505768" 0 1 0 0 0 0
"5586" 3251 4575 4489 1229 1521 1549
"2959" 2075 1808 2022 1071 1443 1356
"56267" 771 628 530 1158 1296 1407
"494115" 924 1105 1329 823 977 1378
"2635" 204 441 470 1172 969 1807
"2633" 603 1285 2552 1949 3106 2564
"2634" 4302 7323 9514 2331 2555 3714
"388646" 0 0 4 0 0 0
"115361" 1554 3280 6244 149 253 183
"115362" 1108 2735 6659 216 477 319
"163351" 0 0 8 0 0 0
"400759" 10 45 83 1 8 0
"23507" 1306 1705 1407 1405 921 1350
"400761" 70 48 59 22 41 44
"84230" 1481 2124 2488 4062 4661 4441
"55144" 1232 1383 1157 1740 1740 2368
"492303" 6 27 31 53 27 58
"284695" 2595 2764 3408 1128 1169 1256
"343472" 0 0 0 0 0 0
"100505821" 0 0 0 0 2 0
"100505809" 0 0 4 0 0 0
"100505840" 0 6 0 0 0 0
"84146" 2140 1685 2309 1224 1458 1789
"100505857" 100 75 36 26 38 74
"164045" 0 0 0 0 0 0
"8317" 52 79 106 76 78 131
"343477" 0 0 0 0 0 0
"7049" 183 156 194 6 4 16
"676" 0 0 0 0 0 0
"253152" 2 0 7 4 0 0
"284697" 25 4 2 37 32 42
"23285" 32 18 14 218 130 207
"388649" 0 0 2 6 4 10
"11146" 107 97 140 286 278 354
"79871" 462 356 480 413 458 533
"2672" 91 66 72 55 32 60
"7813" 1537 1350 2015 1751 2043 2532
"6125" 38654 28088 25181 14064 15609 20216
"6083" 61 27 48 8 18 8
"26782" 18 26 22 7 8 9
"388650" 24 16 47 277 417 261
"22823" 1479 1319 1066 1455 1649 1826
"50999" 7257 5179 5259 12267 14584 16512
"343099" 181 196 268 637 836 794
"100131564" 1118 1366 1747 1454 1587 1711
"1810" 4193 3657 3545 3699 3911 4581
"54874" 48 39 21 296 437 615
"8412" 49 23 26 1095 1189 1456
"100129046" 25 7 2 14 23 28
"100126348" 0 0 0 2 0 0
"30836" 5298 3431 3783 2688 3025 3411
"2730" 179 113 152 828 994 1101
"100505924" 0 0 0 0 0 0
"24" 0 0 0 0 0 0
"9411" 62 58 106 0 2 2
"100505940" 0 0 0 0 0 0
"5825" 1095 1165 1109 1923 1931 2314
"2152" 91 6 10 908 366 330
"126969" 0 0 0 0 0 2
"1266" 10 2 2 2 0 5
"729970" 0 0 0 2 0 1
"199857" 35 30 16 457 492 695
"148534" 0 0 0 0 0 0
"25950" 304 295 285 346 365 434
"440594" 0 0 0 0 0 0
"58155" 825 1192 1117 178 381 444
"1806" 3331 3789 4514 6418 9285 9938
"400765" 0 0 0 6 30 12
"406928" 0 0 0 0 0 0
"51375" 4 0 0 14 4 22
"163404" 0 0 0 0 0 0
"100129620" 0 0 0 0 0 0
"9890" 0 0 0 0 0 0
"54873" 0 0 3 0 0 0
"391059" 169 168 201 412 461 596
"178" 228 368 401 1819 1652 1914
"730081" 0 4 2 11 16 4
"23443" 719 748 795 678 754 831
"64645" 6262 4740 5660 4135 4862 4662
"163786" 176 83 114 169 234 343
"54482" 84 86 183 521 518 584
"127495" 43 29 61 44 40 60
"1629" 173 299 320 1264 1326 1728
"100506007" 9 21 8 3 12 28
"8634" 1104 1271 1448 2979 3759 4002
"693138" 0 8 12 8 12 2
"8556" 1245 1371 1248 236 335 315
"54112" 0 8 12 2 1 10
"7412" 0 0 0 0 4 0
"2135" 14 6 46 472 593 880
"148867" 1020 1975 2287 2316 2560 3097
"51611" 371 270 259 412 501 701
"100506051" 27 10 33 71 64 95
"100506029" 14 12 26 55 46 72
"1901" 814 602 233 54 26 8
"118427" 0 0 0 0 0 0
"94236" 0 0 0 0 0 0
"1301" 0 0 0 0 2 6
"55599" 925 1188 1643 791 855 1012
"280" 674 918 1203 620 590 869
"648740" 18 10 14 26 12 8
"279" 0 0 1 1 1 0
"276" 1 1 0 0 1 0
"277" 0 7 5 3 0 7
"278" 0 0 1 0 0 0
"100129138" 0 0 0 0 0 0
"55170" 70 142 107 760 886 966
"22854" 0 0 0 0 0 2
"10451" 2174 1919 1736 1675 2040 1970
"29957" 1322 2055 1363 4719 5890 6031
"148545" 0 0 4 0 2 2
"100507044" 0 0 0 0 2 0
"400768" 0 6 0 0 0 0
"653149" 0 2 0 0 19 0
"284611" 4237 4713 3885 4392 5200 5922
"113802" 203 130 205 494 567 508
"55119" 3668 3987 3890 3224 3134 3901
"163479" 4 14 14 0 3 0
"6814" 1352 2066 1269 2555 2911 3351
"254268" 0 0 0 0 0 1
"642864" 0 0 0 0 0 0
"29899" 109 58 70 147 153 325
"23155" 284 356 444 1910 2024 2371
"22911" 1808 1161 1465 1308 1503 1498
"6884" 1115 732 895 1143 811 1203
"56900" 9007 7467 7337 2659 3054 3664
"677766" 24 67 50 2 18 26
"127003" 0 0 2 0 5 0
"57535" 50 10 15 35 32 12
"6301" 3478 3544 2751 6226 7097 8721
"1952" 299 253 202 186 258 258
"84722" 286 333 307 56 104 140
"343263" 22 2 8 3 21 10
"6272" 2958 4792 5255 31467 34156 43078
"5686" 706 803 828 3122 3389 4525
"284612" 0 0 4 90 119 50
"127002" 445 284 448 217 235 306
"284613" 1003 857 2056 1872 2281 2476
"57463" 18 28 6 219 205 78
"83873" 0 2 0 10 0 0
"2773" 4352 3340 3026 5772 7180 7648
"406974" 18 12 7 5 2 4
"2780" 9 14 23 64 55 63
"271" 34499 33375 33371 3891 2969 2745
"2948" 743 266 123 1999 1531 1605
"2946" 422 191 324 372 134 309
"2944" 1164 60 393 1841 101 660
"100506210" 12 0 8 14 0 0
"2949" 0 0 0 0 0 0
"2947" 16 30 2 399 359 258
"79574" 0 0 0 0 0 0
"1435" 401 286 717 57351 52844 77721
"10768" 1705 1834 1433 13225 12108 15031
"85369" 2614 2064 3216 2228 2227 2355
"257" 83 104 85 101 99 121
"164153" 0 0 0 0 0 0
"388662" 0 0 0 0 10 12
"100130800" 0 0 0 0 0 0
"3749" 92 104 62 769 830 920
"100506257" 16 16 12 79 89 78
"64783" 2266 1629 1642 836 828 1079
"9122" 23 74 78 32 30 36
"10542" 2662 2045 1855 2848 3476 3769
"84432" 0 5 0 0 0 0
"643160" 0 0 0 0 0 1
"3744" 0 0 0 95 66 109
"3737" 2 0 0 66 91 44
"3738" 402 419 555 355 396 674
"963" 5505 5717 5563 23405 25087 27384
"100506293" 30 30 16 27 28 28
"55791" 46 18 58 729 655 877
"128338" 2406 2378 2238 3975 4822 5527
"10390" 736 1171 1425 3252 3438 3758
"79961" 367 308 305 2519 3709 3203
"1117" 64 13 45 326 123 601
"149620" 0 0 2 4 2 4
"27159" 0 0 0 0 0 0
"128344" 0 0 0 8 5 10
"441897" 0 0 0 0 0 0
"5016" 150 207 105 55 38 96
"79084" 321 437 504 1623 2017 2437
"515" 4735 3312 3302 8594 10058 11331
"128346" 3654 1980 3149 3644 4673 5120
"140" 72 30 30 96 163 147
"100129269" 22 33 72 388 402 383
"5906" 4547 4671 3196 7903 9017 10187
"55924" 523 714 1100 1981 1886 1481
"100506343" 10 0 1 16 14 18
"11218" 1130 883 905 789 795 856
"3752" 0 0 2 0 0 0
"643355" 0 0 0 0 0 0
"55917" 200 112 96 1481 1458 1576
"100422976" 0 1 0 2 0 0
"7482" 11 10 33 52 42 57
"54879" 150 99 179 602 413 517
"829" 7651 8890 7072 14663 16631 18988
"4343" 2002 2038 2613 2413 3140 2993
"389" 2633 2484 2139 6885 8233 8264
"333926" 62 18 21 100 180 102
"284467" 0 2 0 54 161 16
"128322" 0 0 0 0 0 0
"6566" 380 182 528 3407 3723 4505
"246182" 7 5 26 16 15 20
"100506392" 35 20 29 56 96 123
"9860" 483 531 551 498 519 663
"260425" 52 12 106 47 40 86
"10745" 446 535 554 1246 1309 1372
"54665" 1812 1612 1847 778 875 878
"26191" 952 740 724 2966 3111 3482
"100287722" 8 16 57 72 75 73
"440603" 14 33 53 38 12 8
"10717" 539 529 640 675 690 723
"64858" 300 225 262 1472 1422 1549
"204851" 13181 13488 15507 6170 6583 6740
"56944" 0 0 0 334 571 333
"148281" 8 0 8 23 34 8
"51592" 3310 4844 4348 3784 3643 4483
"10286" 1553 784 986 1054 1265 1514
"163259" 6 8 26 37 39 108
"270" 4 1 0 0 4 0
"4893" 6332 4216 5065 6457 7978 9550
"7812" 35317 25875 27734 29324 31030 40362
"80143" 1178 987 1308 1223 1399 1493
"6847" 0 0 0 0 0 0
"7252" 0 0 0 6 0 1
"10100" 186 136 199 417 112 309
"4803" 0 0 0 0 0 0
"100506434" 0 0 0 0 0 0
"81839" 143 88 83 598 838 594
"845" 0 0 0 0 0 0
"4808" 0 2 0 0 0 0
"55356" 1232 1686 1204 1156 1460 1806
"126868" 2 4 8 37 36 51
"476" 10174 8299 8418 23381 19533 22688
"84852" 43 37 109 58 42 36
"100506459" 10 35 96 232 232 300
"965" 1381 1389 1032 2427 2506 3109
"3321" 16 14 18 221 558 348
"100302117" 0 0 0 0 0 0
"914" 175 127 77 164 267 201
"5738" 79 57 74 4200 4636 5200
"9398" 417 658 480 2311 4179 2136
"8458" 503 434 539 840 1008 1412
"100126331" 0 0 0 0 0 0
"80263" 36 16 42 37 34 84
"100506478" 0 0 0 0 0 0
"79679" 0 0 0 0 0 0
"10905" 1083 1391 1430 1973 1901 2743
"54855" 262 195 344 8 10 12
"54834" 1157 1592 1480 1326 1345 1438
"10885" 208 231 244 910 1009 1247
"200162" 43 13 8 2 0 1
"6913" 0 0 0 0 0 0
"10352" 260 165 115 337 458 562
"51179" 0 0 0 0 0 0
"3284" 0 0 0 0 0 0
"3283" 0 0 0 0 0 0
"441900" 4 1 0 10 10 11
"128102" 4 22 19 371 208 208
"644242" 0 2 14 212 192 175
"90874" 852 888 515 2555 2497 3098
"26227" 10 40 12 788 936 2060
"3158" 0 0 0 0 0 0
"83998" 0 0 0 0 0 0
"343505" 0 0 0 0 0 0
"11085" 4 0 0 0 0 0
"4853" 16454 30684 27669 12640 15502 17215
"100506528" 240 626 487 80 189 146
"100132913" 44 71 155 13 55 57
"653820" 78 50 63 80 163 128
"100132314" 1 0 1 0 1 2
"337875" 0 0 4 8 7 9
"2210" 302 143 231 523 756 1089
"647121" 36 97 77 24 73 33
"100423008" 0 0 0 0 0 0
"375010" 0 0 0 0 1 5
"100422949" 0 0 0 1 0 3
"100132733" 0 0 0 2 3 6
"100422844" 0 0 0 0 0 0
"100130000" 5 4 5 11 2 4
"100286793" 90 64 61 33 11 23
"100287981" 187 107 126 58 55 71
"644591" 0 0 6 0 0 0
"728833" 42 28 30 67 103 131
"647135" 637 628 827 362 459 435
"728841" 315 678 560 194 197 211
"728855" 19 22 24 8 4 29
"730256" 1 15 0 16 36 0
"653505" 0 0 0 0 0 0
"728875" 26 23 75 16 8 54
"767846" 33 39 70 53 51 78
"400818" 1690 1799 1639 538 674 704
"653513" 29 23 5 346 364 430
"9659" 761 869 743 9499 8611 12035
"100505971" 106 104 94 49 49 83
"9554" 795 692 1094 4862 5385 6566
"440672" 171 218 222 107 213 308
"388677" 3990 6444 4079 959 1618 1479
"100132406" 4783 7691 7292 1287 1751 1582
"100505987" 4 1 0 13 0 5
"148738" 0 0 0 0 0 0
"10628" 122491 71983 88417 5171 5002 5374
"84265" 813 501 654 1063 1130 1425
"284615" 2 6 29 14 37 30
"128077" 377 270 314 792 764 1009
"9939" 2421 1730 1961 3072 2965 3276
"114814" 230 266 247 427 391 540
"8799" 440 551 741 746 994 1123
"8515" 25 18 44 105 66 34
"148741" 10 2 16 35 95 99
"10401" 1174 1521 1545 944 978 1249
"200035" 134 129 137 189 172 245
"10623" 573 696 628 1460 1654 1882
"27246" 902 805 728 1025 1191 1306
"11126" 50 70 59 33 14 41
"5174" 6 18 17 6 24 11
"653519" 197 119 251 378 381 469
"728932" 5 0 0 19 4 0
"728939" 0 0 0 0 0 0
"26864" 0 0 0 0 0 0
"200030" 155 288 339 127 113 167
"100506011" 0 0 0 0 0 0
"100506032" 581 613 579 259 371 368
"100505723" 3 3 7 0 0 0
"100505752" 73 71 55 32 40 38
"149013" 381 560 563 285 246 275
"100505770" 144 247 193 113 104 121
"728989" 6 0 13 23 29 34
"5565" 1612 1437 1682 937 1033 1247
"100505794" 43 51 63 161 136 178
"171423" 606 463 620 855 1038 1232
"2330" 452 637 650 197 218 369
"9557" 1615 1956 1853 3766 5106 6242
"100289211" 0 0 0 0 0 0
"607" 720 516 608 258 254 398
"51205" 57 46 63 196 144 202
"2702" 0 0 0 8 0 18
"2703" 0 0 0 0 0 0
"51463" 65 40 33 42 46 108
"100312957" 0 0 0 2 0 0
"728912" 94 192 96 30 96 49
"100505824" 0 0 0 0 0 0
"284561" 0 2 0 0 0 2
"100132057" 0 0 0 0 0 0
"100505885" 1 2 4 9 8 9
"388685" 43 9 18 38 19 13
"100132999" 258 199 170 117 150 168
"164022" 0 0 0 2 0 0
"25832" 3706 6389 2296 913 1474 686
"729086" 15 12 4 20 23 21
"645142" 0 0 0 2 0 0
"100288142" 651 817 741 249 280 287
"284565" 428 649 830 302 373 484
"730262" 0 0 0 0 0 0
"728936" 271 405 547 94 122 184
"728945" 0 0 0 0 0 0
"642691" 0 0 0 0 0 0
"645166" 5 3 13 8 66 79
"26863" 5 0 0 6 7 2
"388692" 246 260 458 118 329 391
"645262" 0 13 0 2 2 0
"100132417" 262 31 53 524 432 659
"100507552" 3 0 0 26 26 24
"653598" 0 0 0 0 0 0
"642441" 63 118 94 47 84 54
"100288037" 0 1 9 5 10 2
"644634" 2 14 14 0 4 20
"440689" 20 16 4 43 82 48
"2209" 1152 566 705 2542 3441 5478
"653604" 0 0 14 29 39 6
"8370" 0 0 0 0 0 2
"126961" 0 0 0 0 0 0
"8337" 11 4 2 3 8 17
"100132909" 43 70 52 163 156 172
"337873" 4 4 11 43 42 44
"723790" 3 5 5 15 11 4
"333932" 0 0 0 0 0 0
"554313" 0 0 0 8 0 5
"8349" 1372 779 666 1152 1003 844
"8338" 136 84 50 9 18 11
"317772" 1 3 5 0 0 7
"51027" 26 16 7 146 226 278
"100507640" 0 0 0 0 0 0
"9900" 94 63 71 0 12 28
"10262" 2213 1827 1748 1705 1742 2345
"10903" 2051 1572 1758 603 259 976
"56957" 22 18 29 511 224 465
"11311" 604 536 751 2261 2432 2459
"51177" 9062 10508 8185 16933 17871 16757
"81611" 1765 2444 1527 2308 2668 3343
"23632" 136 282 176 34 29 39
"51107" 8571 7938 6303 9736 11713 12666
"79630" 141 187 154 763 1192 854
"148523" 0 4 24 51 15 20
"54460" 1075 970 805 1303 1430 1839
"9129" 2502 2831 3294 1836 1994 2324
"23248" 3002 2670 2516 2563 2831 3823
"80222" 454 480 720 1152 1149 1372
"1893" 18 30 42 3056 4603 3540
"54507" 6756 7446 8922 12847 18513 24162
"100422997" 74 96 63 54 78 74
"4170" 311273 224186 242858 15601 15069 19202
"2029" 4797 3926 3947 6475 7083 8263
"55204" 344 318 687 619 618 679
"84072" 188 178 347 84 121 165
"1520" 158150 118380 119491 78540 84444 106418
"1513" 488 893 602 673 500 1878
"100289153" 0 0 0 0 0 1
"405" 2572 3912 2565 2646 3196 3573
"9869" 1693 2110 2114 2092 2453 2652
"29956" 6101 5432 4708 10643 10726 13156
"8416" 69 93 226 301 256 342
"55793" 348 378 740 1216 1116 1385
"58497" 235 176 152 385 394 445
"149428" 19 14 14 8 19 6
"54964" 85 81 58 107 83 67
"56882" 17535 13929 14415 9465 10804 11905
"10962" 26 21 24 162 118 76
"126626" 205 150 317 295 333 382
"10500" 98 45 66 82 59 67
"79626" 145 212 199 2414 2620 2478
"388695" 116 81 126 171 112 144
"79005" 1677 1403 1394 1652 1677 1914
"29765" 38 10 24 40 29 33
"6944" 272 142 192 868 991 1177
"8394" 973 1430 1308 1917 2283 2459
"5710" 3442 2607 2067 4054 4876 5259
"100507670" 50 4 24 18 5 21
"57592" 6798 6353 5736 1656 1969 2202
"5298" 5313 3657 5091 4132 4626 4926
