"A1" "A2" "A3" "B1" "B2" "B3"
"25763" 0 0 0 0 0 0
"94122" 0 0 0 0 0 0
"8406" 0 0 0 6 23 40
"6103" 683 861 1224 341 327 524
"5009" 0 0 0 0 1 0
"7102" 0 0 0 8 3 21
"58526" 7722 10534 9964 4356 4826 5225
"100506641" 0 0 0 0 0 2
"54880" 3973 4623 5224 2043 2197 2664
"10159" 14258 11570 10266 31029 33573 36507
"100506744" 0 0 0 0 4 0
"159013" 1844 2133 2154 1974 2280 2817
"9282" 2379 2545 2755 2629 2948 3063
"100132831" 0 0 0 0 0 0
"8239" 7266 7462 6055 8945 10424 10754
"1654" 39574 38240 38733 17613 19260 22638
"60506" 0 0 0 0 0 0
"8573" 314 355 365 893 923 1253
"2857" 55 166 84 1114 2078 1968
"27197" 0 2 23 646 1050 562
"80316" 0 0 0 0 0 0
"4128" 0 2 0 18 58 62
"4129" 0 0 0 16 4 28
"4693" 0 0 0 26 17 60
"80258" 20 13 8 0 4 0
"139341" 47 35 36 296 370 343
"63904" 0 0 0 0 0 6
"7403" 2090 2601 2180 1140 1158 1426
"79742" 0 0 0 0 0 0
"407006" 32 15 80 55 55 54
"407007" 0 0 2 0 0 2
"55634" 129 178 133 103 125 136
"641339" 12 44 59 88 100 97
"401588" 550 232 376 68 74 132
"56548" 1859 1227 780 806 1148 871
"84679" 149 186 113 2248 2347 2259
"6102" 4891 3754 4112 3374 3938 4227
"9767" 95 30 88 8 18 26
"9104" 0 0 4 0 0 0
"54539" 2369 1583 1631 2608 2931 3361
"8241" 2597 2653 2316 2138 2486 2775
"7317" 4931 4786 5130 12449 13777 15013
"8552" 164 141 146 54 79 52
"5127" 9230 6320 6096 2435 2583 3335
"8237" 439 608 393 1571 1590 1740
"7712" 0 0 0 0 0 1
"100124540" 0 0 0 0 0 0
"7592" 74 81 121 478 493 510
"203414" 19 3 4 41 45 53
"369" 7018 7930 7265 3831 4016 4729
"6853" 494 512 165 25 2 22
"7076" 17614 11718 7583 2127 2117 3339
"5199" 25167 16803 17629 25 50 56
"2002" 2926 2372 1735 1991 2282 2846
"8409" 1070 731 737 879 888 1204
"100133957" 18 0 8 9 8 12
"392459" 0 0 0 0 0 0
"441493" 0 1 0 0 0 0
"347344" 243 159 339 469 549 547
"7569" 323 282 319 336 411 332
"389852" 0 0 0 0 0 0
"57232" 41 46 56 131 85 80
"280657" 0 0 0 0 0 0
"729201" 0 0 0 0 0 0
"6758" 0 0 0 0 0 0
"6756" 0 0 0 0 0 0
"10214" 0 0 0 0 0 0
"6759" 0 0 0 0 0 0
"548313" 0 0 0 0 0 0
"92745" 30 28 22 22 20 26
"24140" 1278 909 1051 1313 1428 1805
"64840" 602 609 534 194 181 348
"10682" 741 579 585 4272 3559 3082
"4943" 1182 1053 834 917 1079 1103
"5935" 17586 12093 11109 7408 8729 11970
"100506703" 80 70 93 74 62 138
"64743" 3068 2015 2232 3559 3629 4588
"7454" 9982 8992 9261 3337 4132 3999
"6839" 610 519 456 333 343 519
"392465" 0 0 0 0 0 0
"2623" 2 0 3 2 1 0
"10013" 2189 2158 2328 2212 2690 2682
"3266" 0 4 0 2 0 0
"27344" 6 2 6 8 0 14
"10245" 1489 1493 983 1036 1082 1086
"10084" 1901 1503 1715 1160 1327 1479
"7355" 306 341 340 1488 1323 1796
"11040" 1850 2228 2915 403 470 479
"55593" 4640 4441 3690 2689 2854 3045
"3750" 455 535 732 158 136 154
"56850" 4175 5752 5350 3881 4565 4444
"7030" 7708 6340 6557 6419 6919 8097
"90060" 130 172 195 195 162 220
"11230" 451 266 302 151 151 169
"11152" 2371 2347 2377 1352 1516 2148
"27238" 422 543 478 856 960 981
"79917" 46 27 51 183 171 136
"5355" 14109 9381 8241 8353 7798 10088
"4007" 256 263 165 451 403 328
"6855" 33 55 25 488 378 196
"778" 77 90 184 17 38 59
"28952" 1426 1178 919 1919 2480 2493
"50943" 50 66 63 40 20 52
"89801" 148 90 91 460 448 320
"643832" 0 0 0 0 2 0
"729396" 0 0 0 0 0 0
"645051" 0 0 0 0 0 0
"26749" 0 0 0 0 0 0
"729408" 0 0 0 0 0 0
"26748" 0 0 0 0 0 0
"2574" 0 0 0 0 0 0
"645037" 0 0 0 0 0 0
"729422" 0 0 0 0 0 0
"100132399" 0 0 0 0 0 0
"729431" 0 0 0 0 0 0
"100008586" 0 0 0 0 0 0
"645073" 0 0 0 0 0 0
"729442" 0 0 0 0 0 0
"729447" 0 0 0 0 0 0
"2543" 0 0 0 0 0 0
"8712" 0 0 0 0 0 0
"9506" 0 0 0 0 0 0
"158572" 24 16 11 22 31 58
"389856" 133 183 93 83 88 130
"1184" 1042 1253 1622 1603 2182 2059
"693124" 0 0 0 0 0 0
"406964" 0 0 0 0 0 0
"574502" 0 0 0 0 0 0
"574030" 0 0 0 0 0 0
"574503" 0 0 0 0 0 0
"100422911" 0 0 0 0 0 0
"724030" 0 0 0 0 0 0
"574504" 0 0 0 0 0 0
"8852" 0 0 0 0 0 0
"85417" 12 0 21 36 34 42
"139189" 0 0 0 0 0 0
"57477" 0 0 0 444 218 421
"347376" 0 0 0 0 0 0
"9210" 0 0 0 0 0 0
"644129" 0 0 0 0 0 0
"170685" 0 0 0 0 0 10
"340602" 0 4 0 0 0 0
"55190" 24 6 20 10 8 8
"441495" 0 0 0 0 0 0
"389857" 0 0 0 0 0 0
"23708" 122 63 89 323 372 482
"9500" 376 156 249 1805 1584 2291
"401589" 0 0 0 0 0 0
"81557" 0 0 0 0 0 0
"100124542" 0 0 0 0 0 0
"728239" 0 0 0 0 0 0
"100124541" 0 0 0 0 0 0
"100129860" 0 0 0 0 0 0
"728242" 0 0 0 0 0 0
"653220" 0 0 0 0 0 0
"653219" 0 0 0 0 0 0
"9502" 0 0 0 0 0 0
"653048" 0 0 0 0 0 0
"9503" 0 0 0 0 0 0
"653067" 0 0 0 0 0 0
"280659" 0 0 0 0 0 0
"280658" 0 0 0 0 0 0
"6757" 0 0 0 0 0 0
"727837" 0 0 0 0 0 0
"494197" 0 0 0 0 0 0
"170627" 0 0 0 0 0 0
"170626" 0 0 0 0 0 0
"727866" 16 14 7 7 15 6
"29057" 23 22 12 20 14 85
"54328" 3 34 81 0 0 18
"64061" 8097 3947 3548 205 149 268
"8242" 5650 5372 5036 4932 5798 6690
"23096" 2841 2958 2910 2074 2116 2779
"8243" 1509 1935 2246 4943 5259 6319
"158787" 2 2 14 34 20 40
"3028" 1646 1242 1063 1448 1725 1758
"10075" 4489 5364 5056 13069 14397 16335
"407054" 0 0 1 1 0 5
"406889" 0 0 0 0 0 0
"100288560" 0 0 0 0 0 2
"23133" 1734 2136 2016 1425 1631 1807
"54954" 237 366 285 445 549 592
"65267" 0 0 0 4 0 0
"90121" 940 891 762 1010 1234 1277
"2245" 131 260 261 118 139 295
"54552" 2156 2257 2721 2318 2950 3089
"347365" 0 0 0 0 6 0
"10916" 1044 880 781 1882 2059 2287
"677799" 32 10 3 2 0 6
"7216" 10 0 0 7 0 6
"5207" 16 6 2 24 16 6
"100507005" 26 32 24 36 47 23
"27301" 372 329 295 1242 1503 1507
"212" 170 11 35 7 2 5
"389860" 5 0 0 8 0 4
"203569" 0 0 0 0 0 0
"90736" 225 100 152 139 246 309
"100463488" 0 0 0 0 0 0
"90737" 4 0 0 0 0 0
"139793" 0 0 0 0 0 0
"28986" 84 34 36 206 222 280
"158880" 17 7 6 52 53 41
"644893" 0 0 0 0 0 0
"139628" 0 0 0 0 0 0
"139629" 0 0 0 0 0 0
"10325" 332 336 400 631 639 800
"11279" 66 9 92 843 1123 1378
"29978" 1616 1597 1480 2703 2986 2946
"550643" 363 377 471 1371 1821 1591
"442454" 29 7 5 26 20 27
"169981" 157 187 366 287 276 353
"474343" 41 68 81 79 69 123
"54466" 8 2 0 4 0 13
"158584" 6 0 10 6 4 0
"158586" 1316 1256 1675 410 471 561
"7789" 308 326 332 150 104 174
"139886" 434 447 578 203 306 350
"92249" 220 160 233 401 423 658
"23229" 223 167 294 695 648 826
"100302115" 0 0 0 0 0 0
"139285" 140 377 550 192 258 293
"142689" 0 0 2 14 4 5
"55613" 22 15 35 20 42 52
"55906" 37 94 39 95 113 158
"340554" 2 34 15 34 23 32
"81887" 891 865 979 1063 1056 1312
"83957" 0 0 0 0 0 1
"4478" 48523 45157 45940 36385 45034 50102
"407008" 144 44 41 0 6 2
"11326" 393 187 93 141 146 230
"9843" 0 0 0 2 0 0
"60401" 0 0 0 845 1219 733
"100129144" 0 0 0 0 0 0
"367" 0 0 0 57 51 86
"4983" 138 222 201 534 613 682
"286451" 130 133 139 893 1029 1023
"9754" 1105 1496 396 3861 3719 3532
"1947" 477 693 778 1346 1750 1537
"64219" 201 132 143 1451 1817 1981
"27112" 0 0 0 0 0 0
"1896" 20 8 13 37 30 67
"158835" 0 0 0 6 4 41
"139562" 0 0 0 0 0 0
"3476" 4384 3073 2756 1928 2339 2926
"347516" 0 0 0 0 0 0
"158833" 0 0 0 0 0 2
"5030" 0 12 36 11 8 23
"407" 0 17 37 22 44 55
"347517" 2 7 6 10 14 3
"51248" 164 165 155 748 1054 979
"24137" 0 0 0 78 103 361
"54857" 0 0 0 0 0 0
"1741" 43 39 21 2 0 0
"56159" 0 0 0 0 0 0
"84889" 0 2 0 0 0 0
"29934" 559 493 500 1371 1658 1681
"4303" 1953 1416 1665 870 1037 1206
"158830" 103 89 131 74 66 97
"3561" 1582 1130 1750 10315 9615 11456
"9968" 1378 1849 1658 3252 3360 4012
"54413" 192 284 199 109 131 120
"2705" 0 0 0 0 0 0
"9203" 609 1391 1115 2689 2907 3000
"4841" 16029 13693 14346 12526 13467 16026
"26548" 29 38 60 62 55 25
"6872" 2214 3047 2606 2112 2330 2620
"27160" 0 0 2 18 29 26
"8473" 10027 12730 19091 8373 8629 10657
"93953" 50 102 93 113 95 85
"2833" 16 24 8 4 0 2
"441501" 0 0 0 0 0 0
"100130361" 0 0 0 0 0 0
"100132994" 0 0 0 0 0 0
"100132741" 0 0 0 0 0 0
"340527" 385 173 676 334 508 639
"441502" 0 0 2 3 2 7
"340526" 464 1067 479 2334 3138 2528
"392490" 47 43 99 29 39 91
"5303" 38 60 79 572 658 821
"54821" 0 0 6 26 42 88
"6191" 36699 26591 23623 14308 15161 19954
"4435" 16 6 5 0 14 15
"55869" 379 298 277 643 761 858
"5255" 0 3 0 28 16 31
"100506671" 0 0 0 0 0 0
"653687" 0 0 0 0 0 0
"100132304" 0 0 0 0 0 0
"728656" 0 0 0 0 0 0
"63947" 0 0 0 0 0 0
"100129407" 0 0 0 0 0 0
"203429" 0 0 0 0 0 0
"645974" 0 0 0 0 0 0
"340529" 0 0 0 0 0 0
"645996" 0 0 0 0 0 0
"4674" 6 6 0 2 0 0
"1046" 0 0 0 0 0 0
"139201" 0 0 0 0 0 0
"53344" 57 59 53 36 42 24
"9383" 0 0 0 0 0 0
"7503" 0 0 0 0 0 0
"554203" 135 140 78 218 172 104
"100302692" 55 60 54 130 108 170
"100506745" 0 0 0 0 0 0
"100506774" 274 491 1017 1416 1443 1915
"693122" 0 4 10 17 24 11
"100126317" 3 7 9 13 14 12
"100506789" 27 47 69 41 50 52
"664614" 2 1 0 1 0 0
"442919" 2 4 0 1 3 0
"389874" 0 0 0 0 0 0
"6567" 4 0 4 115 57 81
"51132" 5938 6901 5845 3624 4337 5045
"340533" 0 0 6 0 0 0
"22" 1199 866 926 1014 1201 1420
"139596" 1218 836 905 512 620 733
"158866" 4 0 0 0 10 0
"286495" 9 7 0 13 37 51
"139599" 0 0 0 0 0 0
"51260" 512 430 446 1987 2451 3335
"57692" 26 16 14 4 4 16
"494333" 0 0 0 0 0 0
"442899" 0 0 0 0 0 0
"8823" 0 0 0 0 0 0
"546" 2426 3695 3687 3255 3794 4239
"84061" 1427 1365 1144 3295 3781 4745
"100506800" 0 0 0 0 0 0
"1349" 2270 1555 1457 4143 4735 5924
"538" 349 474 533 1402 1592 1793
"441531" 11 42 37 18 12 11
"5230" 15586 14015 12546 34120 38516 44476
"51616" 575 742 521 361 500 435
"10800" 309 259 354 649 554 823
"203430" 0 0 0 0 0 0
"2846" 0 0 0 2 0 12
"100422932" 0 0 0 0 0 0
"27334" 84 41 41 6 12 0
"84636" 19 30 61 6 0 0
"9452" 94 110 154 2 10 0
"50945" 0 0 0 0 0 0
"169966" 0 0 0 0 0 0
"254065" 2942 4826 3537 1282 1824 1347
"79366" 43 31 12 372 402 389
"6451" 11871 11226 9618 23065 27392 30394
"5456" 0 0 0 0 0 0
"1538" 0 0 0 0 0 0
"27330" 2 0 0 0 6 0
"100302191" 0 0 0 0 0 0
"139324" 58 81 96 39 112 84
"100131816" 0 0 0 0 0 0
"139322" 580 589 787 1256 1032 1631
"340562" 0 0 0 0 0 0
"7552" 22 14 40 211 318 351
"79983" 0 0 0 0 0 2
"100302171" 0 0 0 0 0 0
"1121" 213 154 308 2215 2352 2611
"494323" 0 0 0 0 0 0
"117154" 0 0 0 0 0 0
"56062" 0 0 0 0 2 2
"53336" 0 0 0 0 0 0
"90316" 0 0 0 0 0 0
"140886" 0 0 0 0 0 0
"27328" 0 0 0 0 0 0
"4675" 0 8 3 4 0 4
"286499" 0 0 0 0 0 0
"100313772" 0 0 0 0 0 0
"643486" 0 0 0 0 0 0
"1730" 2105 1955 1867 1189 1481 1599
"29935" 14 5 8 3 0 7
"442459" 0 0 0 0 0 0
"57526" 0 0 0 0 0 0
"64102" 0 0 0 0 0 0
"7105" 0 0 0 0 0 6
"27286" 0 0 0 11 2 34
"94121" 0 0 0 13 12 28
"1478" 192 217 263 682 779 855
"27035" 2 0 2 4 8 7
"402415" 0 0 0 20 2 8
"392509" 10 6 9 3 3 16
"79979" 728 776 816 1033 1073 1013
"59353" 0 0 0 0 0 0
"2491" 2 0 0 127 150 125
"1821" 0 2 0 15 18 2
"54457" 0 6 0 2 4 6
"1678" 111 94 90 286 363 342
"695" 3396 3172 2983 4843 6224 6864
"6173" 12184 8949 7633 4349 4987 6302
"2717" 1315 1227 1132 6146 6967 8837
"3188" 5490 5335 5178 4491 5092 5192
"100131755" 147 146 203 191 158 196
"51309" 247 211 120 546 755 890
"54470" 405 274 221 953 1061 1130
"100128574" 2 1 6 4 3 3
"51566" 620 996 932 2891 3204 3648
"9823" 18 16 30 183 153 202
"55998" 0 0 0 2 0 2
"84460" 612 666 1200 430 616 541
"140597" 6 2 4 0 0 0
"158931" 0 0 0 0 0 1
"340542" 10 8 14 2 0 2
"56001" 0 0 0 0 0 0
"728343" 0 0 0 0 0 0
"11013" 0 0 0 0 0 2
"55999" 0 0 0 0 0 0
"64860" 476 436 474 595 717 937
"9737" 203 190 230 30 61 28
"114928" 23 0 18 66 83 169
"80823" 2 2 6 70 44 30
"100287765" 16 13 26 45 45 45
"282808" 0 0 0 3 0 0
"55859" 16 8 0 10 0 14
"56000" 0 14 2 71 100 117
"56271" 1154 811 802 1642 1727 2440
"90843" 578 265 296 1657 2213 2618
"340543" 0 0 0 0 0 0
"84707" 162 88 30 137 116 148
"56849" 0 0 0 0 0 0
"51186" 65 42 13 1212 1151 2029
"27018" 75 31 28 564 597 1306
"100506901" 9 0 0 12 0 17
"142684" 2 2 0 2 0 2
"100129702" 0 0 2 0 1 6
"79921" 434 304 355 1376 1470 1956
"85012" 271 324 176 517 592 584
"9338" 124 181 79 606 652 793
"9643" 3532 2929 3001 4879 5361 6860
"441509" 0 0 0 0 0 0
"203562" 0 0 0 0 0 0
"5354" 0 0 0 0 0 0
"51209" 0 0 5 36 44 70
"100506545" 0 0 0 0 0 4
"286527" 6 2 12 4 2 13
"767811" 0 2 0 0 0 0
"158983" 0 0 0 0 0 0
"286436" 0 0 0 0 0 0
"401612" 37 24 28 43 37 52
"644353" 12 0 0 8 0 4
"139231" 2243 2037 2378 1845 2082 2454
"100506572" 265 276 296 146 168 186
"80712" 0 0 0 0 0 0
"26280" 0 0 0 0 0 0
"56157" 0 0 0 0 0 0
"203447" 0 0 0 0 6 0
"6906" 0 0 0 0 0 0
"139221" 0 0 0 0 2 0
"55086" 36 4 22 291 152 270
"79589" 0 0 0 512 107 358
"54885" 8 0 2 89 123 149
"92129" 0 0 0 0 0 0
"9075" 4 10 0 2 4 0
"79710" 38 12 46 163 143 225
"55285" 290 300 278 933 1068 1173
"54830" 8 0 14 4 0 0
"139212" 0 0 0 0 0 0
"84443" 0 12 3 0 0 0
"5631" 951 680 741 1733 1910 2078
"1831" 31517 19324 39792 887 771 1029
"11043" 23 16 30 214 73 765
"56156" 0 0 0 0 0 0
"340547" 20 18 10 2 0 0
"5716" 372 324 311 1876 2259 2629
"115201" 280 148 217 731 823 992
"1288" 0 0 0 0 0 0
"1287" 0 0 0 0 0 0
"8471" 0 0 0 0 0 0
"2986" 0 0 0 4 23 21
"55916" 526 327 317 805 927 1087
"23630" 8 3 6 18 0 0
"2182" 5086 6546 3139 10752 12242 12307
"84187" 3564 4053 5404 7085 7366 9882
"724022" 0 0 0 0 0 0
"9949" 243 246 382 440 551 528
"692226" 2 0 0 0 0 2
"57529" 0 0 0 2 0 2
"6998" 0 0 0 0 0 0
"91851" 0 0 0 0 0 0
"5063" 0 2 0 0 0 0
"827" 0 0 0 0 0 0
"1641" 0 0 0 0 0 0
"401613" 0 0 0 0 0 0
"79868" 1102 1408 1482 1549 1729 1887
"7224" 0 4 2 0 2 0
"100506619" 0 0 0 8 10 4
"340595" 0 0 0 0 0 0
"340596" 0 0 0 0 0 0
"154796" 4 14 6 6 16 4
"100423009" 0 0 0 0 0 0
"3358" 0 0 0 4 4 2
"677816" 0 0 0 0 0 0
"100313838" 0 0 0 0 0 0
"100302144" 0 0 0 0 0 0
"100302251" 0 0 0 0 0 0
"100302153" 0 0 0 0 0 0
"100302222" 0 0 0 0 0 0
"554212" 0 0 0 0 0 0
"3598" 0 0 0 0 0 0
"57631" 0 0 0 0 0 0
"139804" 0 0 0 0 0 0
"51213" 0 0 0 2 0 12
"5358" 0 5 2 197 189 232
"186" 0 0 0 0 0 0
"11254" 0 0 0 0 0 0
"203413" 0 0 0 0 0 0
"100506955" 0 0 0 0 0 0
"100126447" 0 0 0 0 0 0
"90293" 0 0 0 10 20 4
"54521" 586 745 654 1321 1370 1576
"100302214" 0 0 0 0 0 0
"139818" 5140 4422 5816 3575 4985 6048
"3597" 6203 4984 5322 7342 9704 9357
"170261" 0 0 2 0 0 0
"79836" 1888 1735 1355 1678 1569 1807
"57481" 0 0 0 20 48 108
"10857" 1921 1332 1339 2458 2559 3159
"203427" 355 293 299 2607 3031 2185
"100303728" 72 109 62 122 129 130
"292" 11337 8507 8443 11380 12843 16260
"63932" 869 888 887 775 881 1146
"7319" 3956 3013 3581 3573 4002 4818
"55922" 982 528 526 658 631 677
"23157" 4426 3581 3179 1853 2779 2835
"768218" 1 1 0 0 0 0
"347454" 80 222 192 504 724 776
"6170" 19738 13313 12676 7745 9607 11725
"26779" 1 3 7 5 2 9
"65109" 296 313 433 607 676 764
"7737" 801 693 578 652 945 953
"4694" 1399 1004 1128 3245 3837 3654
"158798" 9 1 4 0 0 0
"100506992" 31 36 49 41 17 28
"79576" 318 494 255 942 1162 1192
"727940" 0 0 0 0 0 0
"100131450" 2 5 8 0 2 0
"158800" 6 0 18 2 0 2
"84528" 0 0 0 0 0 0
"158801" 48 61 55 33 24 44
"10009" 2964 2931 3520 1455 1806 2268
"55026" 62 44 77 302 426 247
"23439" 0 0 0 8 8 0
"3920" 7801 8559 6149 17035 19799 24372
"8450" 2074 1838 1981 2184 2397 2858
"28985" 681 532 636 1572 1763 2141
"29071" 246 110 138 1042 1181 1427
"643311" 0 0 0 0 0 0
"100507170" 0 0 0 0 0 0
"255313" 0 0 0 0 0 0
"728036" 0 0 0 0 0 0
"728042" 0 0 0 0 0 0
"728049" 0 0 0 0 0 0
"653282" 0 0 0 0 0 0
"728062" 0 0 0 0 0 0
"728072" 0 0 0 0 0 0
"728075" 0 0 0 0 0 0
"728082" 0 0 0 0 0 0
"728090" 0 0 0 0 0 0
"728096" 0 0 0 0 0 0
"2747" 17 9 9 24 23 28
"2892" 0 0 0 0 0 0
"407005" 0 0 0 0 0 0
"57187" 1531 2511 1810 2657 2956 3363
"331" 1768 2527 2755 5058 5184 5909
"10735" 7781 6994 5955 4501 4863 5661
"4068" 98 124 55 0 0 0
"10178" 123 280 509 6 4 2
"100506663" 0 0 0 0 0 0
"340578" 0 0 0 0 0 0
"139170" 0 0 0 0 0 0
"100130613" 0 0 0 0 0 0
"139741" 0 0 0 0 0 0
"6594" 12 10 0 1 0 18
"4952" 668 860 756 1575 1841 2361
"8862" 18 0 0 0 13 0
"7512" 15 8 8 22 62 32
"54440" 14843 14993 13752 7980 11277 11811
"51114" 373 137 302 975 881 1445
"10813" 546 500 486 795 995 1072
"63035" 516 1216 898 458 531 623
"2000" 17272 17392 16659 3439 4228 4635
"9131" 336 383 365 2612 3121 3208
"9363" 96 96 18 32 21 19
"55609" 110 147 217 132 163 174
"9016" 256 168 286 234 207 252
"139760" 0 0 0 0 0 0
"51634" 966 712 609 545 647 764
"55855" 157 174 88 114 105 172
"10495" 415 307 392 707 874 1030
"158763" 0 0 0 0 0 0
"3547" 0 0 0 2 0 0
"347468" 0 0 0 0 0 0
"286467" 2 36 40 56 57 139
"51765" 2128 2434 1944 606 839 888
"90167" 0 0 2 0 0 0
"57826" 5764 4267 5333 4642 5370 6218
"55796" 1386 1005 1448 1346 1801 1931
"90161" 0 0 0 0 0 0
"83844" 0 0 0 2 0 0
"51270" 0 0 0 0 0 0
"2239" 63 28 62 21963 14341 20497
"2719" 0 0 0 21 22 49
"574031" 0 0 0 0 0 0
"407049" 0 0 0 0 0 0
"406981" 0 0 0 0 0 0
"574032" 0 0 0 0 0 0
"574033" 0 0 0 0 0 0
"406899" 0 0 0 0 0 0
"347475" 0 0 0 0 0 0
"84295" 541 426 468 1234 1597 1504
"3251" 824 561 612 1057 1403 1466
"100126302" 0 0 0 0 0 0
"554214" 0 0 0 0 1 0
"574505" 0 0 2 0 0 0
"664617" 0 0 0 0 0 0
"84848" 6 11 19 58 30 69
"574506" 0 3 1 0 0 4
"494336" 0 0 0 0 0 0
"100506757" 0 0 0 2 4 6
"10761" 0 0 0 0 0 0
"159090" 1434 1339 1620 1533 1678 1881
"159091" 151 130 208 72 81 123
"56180" 243 183 153 1353 1612 2065
"644538" 8 18 11 53 64 100
"441518" 48 14 12 512 551 561
"8933" 946 776 828 3355 3564 4074
"26071" 332 188 318 659 719 950
"644596" 0 10 2 16 4 4
"100129515" 0 0 0 0 0 0
"100287728" 0 0 0 0 0 0
"54967" 0 0 0 0 0 0
"7626" 205 197 249 473 541 448
"203523" 204 238 174 135 154 128
"100506790" 0 0 0 0 0 0
"399668" 2 0 2 4 0 0
"203522" 841 1071 1299 810 1020 917
"644717" 0 0 0 0 0 0
"100506814" 0 0 0 0 0 0
"541466" 0 0 0 0 0 0
"728911" 0 0 0 0 0 0
"441519" 0 0 0 0 0 0
"441520" 0 0 0 0 0 0
"441521" 0 0 0 0 0 0
"541465" 0 0 0 0 0 0
"55511" 0 0 0 1 0 6
"93380" 2708 1998 2184 3356 3434 4081
"10479" 1640 1622 1880 3149 3597 4010
"2273" 69 49 49 1574 1727 3162
"79649" 238 215 221 261 417 551
"139378" 0 0 0 0 0 0
"680" 0 0 0 0 0 0
"27336" 1245 1110 1180 2322 2225 3218
"51442" 0 4 0 0 0 0
"100126324" 0 0 0 0 0 0
"959" 56 74 32 2 0 0
"9459" 5591 4909 5098 3689 4356 4159
"27316" 6122 4982 4748 5320 6053 7008
"26787" 2 0 0 0 0 0
"100132625" 6 46 4 41 51 50
"83550" 0 0 0 0 0 0
"7547" 0 0 0 0 0 0
"158696" 0 0 0 0 0 0
"2258" 0 0 0 10 2 6
"574507" 0 0 0 0 0 0
"6719" 8 0 4 10 7 9
"2158" 0 0 0 0 0 2
"4168" 11 37 39 11 9 3
"286410" 590 542 757 1055 981 1388
"574508" 0 0 0 0 2 0
"347487" 5 0 0 0 0 0
"6658" 0 0 0 0 0 0
"286411" 0 0 0 0 0 0
"1038" 0 0 0 0 0 0
"100302169" 0 0 0 0 0 0
"100133171" 0 0 0 0 0 0
"728695" 0 0 0 0 0 0
"23641" 26 8 12 18 6 2
"64663" 0 0 0 0 0 0
"619455" 0 0 0 0 0 0
"30014" 0 0 0 0 0 0
"728712" 0 0 0 0 0 0
"645188" 0 0 0 0 0 0
"64648" 0 0 0 0 0 0
"139081" 0 0 0 0 0 4
"9947" 0 0 0 0 0 0
"51438" 0 0 0 0 0 0
"441525" 0 0 0 0 0 0
"139067" 0 0 0 0 0 0
"139065" 267 271 337 571 491 774
"494119" 0 0 0 0 0 0
"389898" 0 0 0 0 0 0
"494118" 0 0 0 0 0 0
"84631" 0 0 0 0 0 0
"100506096" 0 0 0 0 0 0
"9142" 0 0 0 0 0 0
"100126303" 0 0 0 0 0 0
"100126306" 0 0 0 0 0 0
"100126342" 0 0 0 0 0 0
"100126307" 0 0 0 0 0 0
"100126304" 0 0 0 0 0 0
"100126341" 0 0 0 0 0 0
"100133053" 0 0 0 0 0 0
"100129239" 0 0 0 0 0 0
"100302114" 0 0 0 0 0 0
"100313822" 0 0 0 0 0 0
"574509" 0 0 0 0 0 0
"574510" 0 0 0 0 0 0
"574511" 0 0 0 0 0 0
"574512" 0 0 0 0 0 0
"574513" 0 0 0 0 0 0
"100422847" 0 0 0 0 0 0
"100126301" 0 0 0 0 0 0
"100126337" 0 0 0 0 0 0
"574514" 0 0 0 0 0 0
"574515" 0 0 0 0 0 0
"574516" 0 0 0 0 0 0
"574518" 0 0 0 0 0 0
"574517" 0 0 0 0 0 0
"100126270" 67 55 42 10 6 9
"2332" 2355 2645 3266 1644 1889 1724
"158521" 0 0 0 0 0 0
"2334" 38 72 132 14 10 10
"3423" 10372 10183 9552 10615 11080 13221
"100131434" 236 218 222 174 190 275
"91966" 466 605 666 739 812 945
"728269" 0 0 0 0 0 0
"84548" 161 194 167 373 297 431
"4110" 0 0 0 0 0 0
"100506205" 0 0 0 2 2 7
"100506234" 0 0 0 0 0 0
"100506164" 0 0 0 0 0 0
"4108" 0 0 0 0 0 0
"4107" 0 0 0 0 2 2
"100132460" 5 11 9 19 22 18
"541578" 1727 1683 1812 1017 941 1078
"100272228" 346 345 416 365 320 470
"100313839" 0 0 0 0 0 0
"10046" 12 1 2 435 306 528
"4534" 1113 1460 1182 1297 1485 1411
"8776" 627 862 673 1288 1491 2136
"83692" 1096 980 1190 3388 3478 5113
"3149" 694 524 643 486 501 1027
"100422930" 0 0 0 0 0 0
"9248" 0 0 0 0 0 0
"203547" 1659 1543 2154 1817 2198 2687
"139135" 0 0 0 0 0 0
"79057" 0 0 0 0 0 0
"89885" 0 0 0 0 0 0
"1260" 0 0 0 0 0 0
"100507199" 0 0 0 0 0 0
"4103" 0 0 0 0 0 0
"2564" 0 0 0 12 0 2
"407009" 0 0 0 0 0 0
"574412" 0 0 0 0 0 0
"4104" 0 0 0 0 0 0
"4109" 0 0 0 0 0 0
"2556" 0 0 0 0 0 0
"406897" 0 0 0 0 0 0
"768215" 0 0 0 0 0 0
"406898" 0 0 0 0 0 0
"55879" 0 0 0 0 0 0
"4105" 0 0 0 0 0 0
"389903" 0 0 0 0 0 0
"266740" 0 0 0 0 0 0
"100130935" 0 0 0 0 0 0
"4111" 0 0 0 0 0 0
"158511" 0 0 0 0 0 0
"4101" 0 0 0 0 0 0
"728461" 0 0 0 0 0 0
"4102" 0 0 0 0 0 0
"1069" 385 233 269 748 808 957
"50814" 220 326 242 1261 1474 1400
"7739" 1763 2544 1935 1050 2954 2124
"114824" 95 137 20 2 9 10
"29944" 8 20 57 25 6 14
"100287428" 0 0 0 4 8 14
